Id,Predicted
0,decreasevolume
1,decreaseheat
2,decreasevolume
3,activatemusic
4,decreasevolume
5,decreasevolume
6,decreasevolume
7,increasevolume
8,decreaseheat
9,decreasevolume
10,increasevolume
11,increasevolume
12,increasevolume
13,increasevolume
14,decreasevolume
15,increasevolume
16,increasevolume
17,increasevolume
18,increasevolume
19,increasevolume
20,increasevolume
21,decreasevolume
22,decreasevolume
23,increasevolume
24,increasevolume
25,decreasevolume
26,increasevolume
27,increasevolume
28,decreasevolume
29,increasevolume
30,decreasevolume
31,decreasevolume
32,increasevolume
33,increasevolume
34,increasevolume
35,increasevolume
36,increasevolume
37,decreasevolume
38,decreasevolume
39,increasevolume
40,increasevolume
41,decreasevolume
42,increasevolume
43,decreasevolume
44,decreasevolume
45,decreasevolume
46,increasevolume
47,increasevolume
48,decreasevolume
49,increasevolume
50,decreasevolume
51,decreasevolume
52,decreasevolume
53,increasevolume
54,increasevolume
55,increasevolume
56,increasevolume
57,increasevolume
58,increasevolume
59,increasevolume
60,increasevolume
61,increasevolume
62,decreaseheat
63,increasevolume
64,decreasevolume
65,increasevolume
66,increasevolume
67,decreasevolume
68,decreasevolume
69,increasevolume
70,increasevolume
71,decreasevolume
72,decreasevolume
73,decreasevolume
74,increasevolume
75,decreasevolume
76,decreasevolume
77,increasevolume
78,decreasevolume
79,increasevolume
80,increasevolume
81,decreasevolume
82,decreasevolume
83,increasevolume
84,increasevolume
85,increasevolume
86,decreasevolume
87,decreasevolume
88,increasevolume
89,decreasevolume
90,increasevolume
91,decreasevolume
92,increasevolume
93,increasevolume
94,increasevolume
95,increasevolume
96,increasevolume
97,decreaseheat
98,decreasevolume
99,increasevolume
100,increasevolume
101,decreasevolume
102,increasevolume
103,decreasevolume
104,increasevolume
105,increasevolume
106,increasevolume
107,decreasevolume
108,decreasevolume
109,change languagenone
110,increasevolume
111,increasevolume
112,increasevolume
113,increasevolume
114,decreasevolume
115,increasevolume
116,increasevolume
117,decreasevolume
118,increaseheat
119,decreasevolume
120,increasevolume
121,increasevolume
122,increasevolume
123,decreasevolume
124,increasevolume
125,decreasevolume
126,increasevolume
127,change languagenone
128,increasevolume
129,increasevolume
130,increaseheat
131,increasevolume
132,increasevolume
133,increasevolume
134,decreasevolume
135,increasevolume
136,activatemusic
137,increasevolume
138,increasevolume
139,decreasevolume
140,decreasevolume
141,decreasevolume
142,decreasevolume
143,increasevolume
144,decreasevolume
145,increasevolume
146,decreaseheat
147,increasevolume
148,increasevolume
149,decreasevolume
150,increasevolume
151,decreasevolume
152,decreasevolume
153,increasevolume
154,increasevolume
155,decreasevolume
156,decreaseheat
157,decreasevolume
158,increasevolume
159,decreasevolume
160,decreasevolume
161,decreasevolume
162,increasevolume
163,decreasevolume
164,increasevolume
165,increasevolume
166,decreasevolume
167,decreasevolume
168,increasevolume
169,decreasevolume
170,increasevolume
171,increasevolume
172,decreasevolume
173,increasevolume
174,decreasevolume
175,increasevolume
176,increasevolume
177,decreasevolume
178,increasevolume
179,decreasevolume
180,decreasevolume
181,increasevolume
182,increasevolume
183,decreasevolume
184,increasevolume
185,decreasevolume
186,decreasevolume
187,increasevolume
188,decreasevolume
189,increasevolume
190,decreasevolume
191,increasevolume
192,decreasevolume
193,decreasevolume
194,decreasevolume
195,decreasevolume
196,increasevolume
197,decreasevolume
198,increasevolume
